appid,게임제목,가격,PC_최소사양,상세설명
4000,Garry's Mod,"₩ 6,300","최소:
운영 체제:
 Windows® 10
프로세서:
 2 GHz Processor or better
메모리:
 4 GB RAM
그래픽:
 1GB dedicated VRAM or better
DirectX:
 버전 9.0c
네트워크:
 초고속 인터넷 연결
저장 공간:
 5 GB 사용 가능 공간
사운드카드:
 DirectX® 9 compatible
추가 사항:
 Mouse, Keyboard, Monitor","개리-모드는 물리 샌드박스 게임입니다. 다른 일반 게임과는 달리, 이 게임에는 미리 정해진 목표가 없습니다. 필요한 도구만 제공할 뿐, 어떻게 플레이할지는 여러분의 몫입니다.

여러 물체를 소환해 하나로 묶어 여러분만의 고안물을 만들어보세요. 그것이 자동차, 로켓, 투석기, 또는 아직 이름이 없는 무언가라도 괜찮습니다. 모든 것은 여러분의 마음에 달렸습니다.

제작에 소질이 없다고 해도 걱정하지 마세요! 여러 캐릭터를 우스꽝스러운 자세로 배치하며 놀 수도 있으니까요."
